"","ensembl_gene_id","external_gene_name","gene_biotype"
"3105","PBANKA_051590","PBANKA_051590 mRNA-decapping enzyme subunit 1, putative","protein_coding"
"3106","PBANKA_051600","PBANKA_051600 conserved Plasmodium protein, unknown function","protein_coding"
"3107","PBANKA_051610","PBANKA_051610 conserved Plasmodium protein, unknown function","protein_coding"
"3108","PBANKA_051620","PBANKA_051620 phosphatidylinositol N-acetylglucosaminyltransferase subunit A, putative","protein_coding"
"3109","PBANKA_051630","PBANKA_051630 DER1-like protein, putative","protein_coding"
"3110","PBANKA_051640","PBANKA_051640 conserved Plasmodium protein, unknown function","protein_coding"
"3111","PBANKA_051650","PBANKA_051650 conserved Plasmodium protein, unknown function","protein_coding"
"3112","PBANKA_051660","PBANKA_051660 leucine-rich repeat protein","protein_coding"
"3113","PBANKA_051670","PBANKA_051670 RNA polymerase II-associated protein 1, putative","protein_coding"
"3114","PBANKA_051680","PBANKA_051680 conserved Plasmodium protein, unknown function","protein_coding"
"3115","PBANKA_051690","PBANKA_051690 S-adenosylmethionine decarboxylase, putative","protein_coding"
"3116","PBANKA_051700","PBANKA_051700 early transcribed membrane protein","protein_coding"
"3117","PBANKA_051710","PBANKA_051710 conserved Plasmodium protein, unknown function","protein_coding"
"3118","PBANKA_051720","PBANKA_051720 haloacid dehalogenase-like hydrolase, putative","protein_coding"
"3119","PBANKA_051730","PBANKA_051730 conserved Plasmodium protein, unknown function","protein_coding"
"3120","PBANKA_051740","PBANKA_051740 myb2 transcription factor, putative","protein_coding"
"3121","PBANKA_051750","PBANKA_051750 bromodomain protein, putative","protein_coding"
"3122","PBANKA_051760","PBANKA_051760 plasmepsin VII, putative","protein_coding"
"3123","PBANKA_051770","PBANKA_051770 ubiquitin-conjugating enzyme, putative","protein_coding"
"3124","PBANKA_051780","PBANKA_051780 Sec1 family protein, putative","protein_coding"
"3125","PBANKA_051790","PBANKA_051790 conserved Plasmodium protein, unknown function","protein_coding"
"3126","PBANKA_051800","PBANKA_051800 apicoplast ribosomal protein L27 precursor, putative","protein_coding"
"3127","PBANKA_051810","PBANKA_051810 thioredoxin-like associated protein 2, putative","protein_coding"
"3128","PBANKA_051820","PBANKA_051820 flavoprotein subunit of succinate dehydrogenase, putative","protein_coding"
"3129","PBANKA_051830","PBANKA_051830 conserved Plasmodium protein, unknown function","protein_coding"
"3130","PBANKA_051840","PBANKA_051840 conserved Plasmodium protein, unknown function","protein_coding"
"3131","PBANKA_051850","PBANKA_051850 ADP-ribosylation factor, putative","protein_coding"
"3132","PBANKA_051860","PBANKA_051860 conserved Plasmodium protein, unknown function","protein_coding"
"3133","PBANKA_051870","PBANKA_051870 methionine--tRNA ligase, putative","protein_coding"
"3134","PBANKA_051880","PBANKA_051880 tRNA pseudouridine synthase D, putative","protein_coding"
"3135","PBANKA_051890","PBANKA_051890 conserved Plasmodium membrane protein, unknown function","protein_coding"
"3136","PBANKA_051900","PBANKA_051900 S-antigen, putative","protein_coding"
"3137","PBANKA_051910","PBANKA_051910 CCAT-binding transcription factor-like protein, putative","protein_coding"
"3138","PBANKA_051920","PBANKA_051920 CCAT-binding transcription factor-like protein, putative","protein_coding"
"3139","PBANKA_051930","PBANKA_051930 conserved Plasmodium protein, unknown function","protein_coding"
"3140","PBANKA_051940","PBANKA_051940 conserved Plasmodium protein, unknown function","protein_coding"
"3141","PBANKA_051950","PBANKA_051950 conserved Plasmodium protein, unknown function","protein_coding"
"3142","PBANKA_051960","PBANKA_051960 conserved Plasmodium protein, unknown function","protein_coding"
"3143","PBANKA_051970","PBANKA_051970 phosducin-like protein, putative","protein_coding"
"3144","PBANKA_051980","PBANKA_051980 acetyl-CoA transporter, putative","protein_coding"
"3145","PBANKA_051990","PBANKA_051990 conserved Plasmodium protein, unknown function","protein_coding"
"3146","PBANKA_052000","PBANKA_052000 pyruvate kinase 2, putative","protein_coding"
"3147","PBANKA_052010","PBANKA_052010 conserved Plasmodium protein, unknown function","protein_coding"
"3148","PBANKA_052020","PBANKA_052020 ADP/ATP transporter on adenylate translocase, putative","protein_coding"
"3149","PBANKA_052030","PBANKA_052030 conserved Plasmodium protein, unknown function","protein_coding"
"3150","PBANKA_052040","PBANKA_052040 dynamin-like protein, putative","protein_coding"
"3151","PBANKA_052050","PBANKA_052050 DNA repair helicase RAD25, putative","protein_coding"
"3152","PBANKA_052060","PBANKA_052060 enhancer of rudimentary homolog, putative","protein_coding"
"3153","PBANKA_052070","PBANKA_052070 conserved Plasmodium protein, unknown function","protein_coding"
"3154","PBANKA_052080","PBANKA_052080 conserved Plasmodium protein, unknown function","protein_coding"
"3155","PBANKA_052090","PBANKA_052090 antigen UB05, putative","protein_coding"
"3156","PBANKA_052100","PBANKA_052100 GDP dissociation inhibitor, putative","protein_coding"
"3157","PBANKA_052110","PBANKA_052110 conserved Plasmodium protein, unknown function","protein_coding"
"3158","PBANKA_052120","PBANKA_052120 conserved Plasmodium protein, unknown function","protein_coding"
"3159","berg05_18s","berg05_18s ","rRNA"
"3160","berg05:rRNA:rfamscan:775564-775699","berg05:rRNA:rfamscan:775564-775699 ","rRNA"
"3161","berg05_28s","berg05_28s ","rRNA"
"3162","PBANKA_052130","PBANKA_052130 zinc finger protein, putative","protein_coding"
"3163","PBANKA_052140","PBANKA_052140 serine/threonine protein kinase RIO2, putative","protein_coding"
"3164","PBANKA_052150","PBANKA_052150 conserved Plasmodium protein, unknown function","protein_coding"
"3165","PBANKA_052160","PBANKA_052160 holo-(acyl-carrier protein) synthase, putative","protein_coding"
"3166","PBANKA_052170","PBANKA_052170 transcription factor with AP2 domain(s), putative","protein_coding"
"3167","PBANKA_052180","PBANKA_052180 ribosome-recycling factor, putative","protein_coding"
"3168","PBANKA_052190","PBANKA_052190 conserved Plasmodium protein, unknown function","protein_coding"
"3169","PBANKA_052200","PBANKA_052200 conserved Plasmodium protein, unknown function","protein_coding"
"3170","PBANKA_052210","PBANKA_052210 conserved Plasmodium protein, unknown function","protein_coding"
"3171","PBANKA_052220","PBANKA_052220 conserved Plasmodium protein, unknown function","protein_coding"
"3172","PBANKA_052230","PBANKA_052230 conserved Plasmodium protein, unknown function","protein_coding"
"3173","PBANKA_052240","PBANKA_052240 steroid dehydrogenase, putative","protein_coding"
"3174","PBANKA_052250","PBANKA_052250 transmembrane emp24 domain-containing protein, putative","protein_coding"
"3175","PBANKA_052260","PBANKA_052260 erythrocyte membrane-associated antigen, putative","protein_coding"
"3176","PBANKA_052270","PBANKA_052270 alpha tubulin 2","protein_coding"
"3177","PBANKA_052280","PBANKA_052280 40S ribosomal protein S19, putative","protein_coding"
"3178","PBANKA_052290","PBANKA_052290 pre-mRNA-splicing helicase BRR2, putative","protein_coding"
"3179","PBANKA_052300","PBANKA_052300 conserved Plasmodium protein, unknown function","protein_coding"
"3180","PBANKA_052310","PBANKA_052310 eukaryotic initiation factor, putative","protein_coding"
"3181","PBANKA_052320","PBANKA_052320 serpentine receptor, putative","protein_coding"
"3182","PBANKA_052330","PBANKA_052330 conserved Plasmodium protein, unknown function","protein_coding"
"3183","PBANKA_052340","PBANKA_052340 conserved Plasmodium protein, unknown function","protein_coding"
"3184","PBANKA_052350","PBANKA_052350 AP-4 complex subunit sigma, putative","protein_coding"
"3185","PBANKA_052360","PBANKA_052360 BSD-domain protein, putative","protein_coding"
"3186","PBANKA_052370","PBANKA_052370 conserved Plasmodium protein, unknown function","protein_coding"
"3187","PBANKA_052380","PBANKA_052380 asparagine rich protein, putative","protein_coding"
"3188","PBANKA_052390","PBANKA_052390 glideosome associated protein with multiple membrane spans 2, putative","protein_coding"
"3189","PBANKA_052400","PBANKA_052400 conserved Plasmodium protein, unknown function","protein_coding"
"3190","PBANKA_052410","PBANKA_052410 conserved Plasmodium protein, unknown function","protein_coding"
"3191","PBANKA_052420","PBANKA_052420 early transcribed membrane protein","protein_coding"
"3192","PBANKA_052430","PBANKA_052430 tryptophan/threonine-rich antigen, putative","protein_coding"
"3193","PBANKA_052440","PBANKA_052440 conserved Plasmodium protein, unknown function","protein_coding"
"3194","PBANKA_052450","PBANKA_052450 conserved rodent malaria protein, unknown function","protein_coding"
"3195","PBANKA_052460","PBANKA_052460 BIR protein","protein_coding"
"3196","PBANKA_052470","PBANKA_052470 Plasmodium exported protein, unknown function","protein_coding"
"3197","PBANKA_052480","PBANKA_052480 early transcribed membrane protein","protein_coding"
"3198","PBANKA_080010","PBANKA_080010 BIR protein","protein_coding"
"3199","PBANKA_080020","PBANKA_080020 ","pseudogene"
"3200","PBANKA_080030","PBANKA_080030 conserved Plasmodium protein, unknown function","protein_coding"
"3201","PBANKA_080040","PBANKA_080040 conserved Plasmodium protein, unknown function","protein_coding"
"3202","PBANKA_080050","PBANKA_080050 chitinase","protein_coding"
"3203","berg08:tRNA:rfamscan:20764-20836","berg08:tRNA:rfamscan:20764-20836 ","tRNA"
"3204","berg08:tRNA:rfamscan:21241-21324","berg08:tRNA:rfamscan:21241-21324 ","tRNA"
"3205","PBANKA_080060","PBANKA_080060 centrin, putative","protein_coding"
"3206","PBANKA_080070","PBANKA_080070 conserved Plasmodium protein, unknown function","protein_coding"
"3207","PBANKA_080080","PBANKA_080080 conserved Plasmodium protein, unknown function","protein_coding"
"3208","PBANKA_080090","PBANKA_080090 conserved Plasmodium protein, unknown function","protein_coding"
"3209","PBANKA_080100","PBANKA_080100 conserved Plasmodium protein, unknown function","protein_coding"
"3210","PBANKA_080110","PBANKA_080110 conserved Plasmodium protein, unknown function","protein_coding"
"3211","PBANKA_080120","PBANKA_080120 erythrocyte membrane-associated antigen, putative","protein_coding"
"3212","PBANKA_080130","PBANKA_080130 conserved Plasmodium protein, unknown function","protein_coding"
"3213","PBANKA_080140","PBANKA_080140 conserved Plasmodium protein, unknown function","protein_coding"
"3214","PBANKA_080150","PBANKA_080150 conserved Plasmodium protein, unknown function","protein_coding"
"3215","PBANKA_080160","PBANKA_080160 conserved Plasmodium protein, unknown function","protein_coding"
"3216","PBANKA_080170","PBANKA_080170 conserved Plasmodium protein, unknown function","protein_coding"
"3217","PBANKA_080180","PBANKA_080180 conserved Plasmodium protein, unknown function","protein_coding"
"3218","PBANKA_080190","PBANKA_080190 methyltransferase, putative","protein_coding"
"3219","PBANKA_080200","PBANKA_080200 conserved Plasmodium protein, unknown function","protein_coding"
"3220","PBANKA_080210","PBANKA_080210 phosphoinositide-binding protein, putative","protein_coding"
"3221","PBANKA_080220","PBANKA_080220 serine/threonine protein kinase, putative","protein_coding"
"3222","PBANKA_080230","PBANKA_080230 ubiquitin transferase, putative","protein_coding"
"3223","PBANKA_080240","PBANKA_080240 phosphopantetheine adenylyltransferase, putative","protein_coding"
"3224","PBANKA_080250","PBANKA_080250 conserved Plasmodium protein, unknown function","protein_coding"
"3225","PBANKA_080260","PBANKA_080260 peptide chain release factor, putative","protein_coding"
"3226","PBANKA_080270","PBANKA_080270 conserved Plasmodium protein, unknown function","protein_coding"
"3227","PBANKA_080280","PBANKA_080280 conserved Plasmodium protein, unknown function","protein_coding"
"3228","PBANKA_080290","PBANKA_080290 conserved Plasmodium protein, unknown function","protein_coding"
"3229","PBANKA_080300","PBANKA_080300 origin recognition complex subunit 2, putative","protein_coding"
"3230","PBANKA_080310","PBANKA_080310 DNA replication licensing factor MCM7, putative","protein_coding"
"3231","PBANKA_080320","PBANKA_080320 inositol-phosphate phosphatase, putative","protein_coding"
"3232","PBANKA_080330","PBANKA_080330 RNA helicase, putative","protein_coding"
"3233","PBANKA_080340","PBANKA_080340 40S ribosomal protein S29, putative","protein_coding"
"3234","PBANKA_080350","PBANKA_080350 ATP synthase subunit C, putative","protein_coding"
"3235","PBANKA_080360","PBANKA_080360 importin-7, putative","protein_coding"
"3236","PBANKA_080370","PBANKA_080370 conserved Plasmodium protein, unknown function","protein_coding"
"3237","PBANKA_080380","PBANKA_080380 conserved Plasmodium protein, unknown function","protein_coding"
"3238","PBANKA_080390","PBANKA_080390 conserved Plasmodium protein, unknown function","protein_coding"
"3239","PBANKA_080400","PBANKA_080400 ribosomal protein, L37e, putative","protein_coding"
"3240","PBANKA_080410","PBANKA_080410 conserved Plasmodium protein, unknown function","protein_coding"
"3241","PBANKA_080420","PBANKA_080420 conserved Plasmodium protein, unknown function","protein_coding"
"3242","PBANKA_080430","PBANKA_080430 DNA mismatch repair protein MSH2","protein_coding"
"3243","berg08:tRNA:rfamscan:216082-216154","berg08:tRNA:rfamscan:216082-216154 ","tRNA"
"3244","berg08:tRNA:rfamscan:216660-216731","berg08:tRNA:rfamscan:216660-216731 ","tRNA"
"3245","berg08:tRNA:rfamscan:217258-217330","berg08:tRNA:rfamscan:217258-217330 ","tRNA"
"3246","berg08:tRNA:rfamscan:218200-218272","berg08:tRNA:rfamscan:218200-218272 ","tRNA"
"3247","PBANKA_080440","PBANKA_080440 conserved Plasmodium protein, unknown function","protein_coding"
"3248","PBANKA_080450","PBANKA_080450 rhoptry-associated membrane antigen, putative","protein_coding"
"3249","PBANKA_080460","PBANKA_080460 AAA family ATPase, putative","protein_coding"
"3250","PBANKA_080470","PBANKA_080470 conserved Plasmodium protein, unknown function","protein_coding"
"3251","PBANKA_080480","PBANKA_080480 conserved Plasmodium protein, unknown function","protein_coding"
"3252","PBANKA_080490","PBANKA_080490 E3 ubiquitin-protein ligase, putative","protein_coding"
"3253","PBANKA_080500","PBANKA_080500 RAP protein, putative","protein_coding"
"3254","PBANKA_080510","PBANKA_080510 TGF beta-inducible nuclear protein, putative","protein_coding"
"3255","PBANKA_080520","PBANKA_080520 cytoskeleton associated protein, putative","protein_coding"
"3256","PBANKA_080530","PBANKA_080530 conserved Plasmodium protein, unknown function","protein_coding"
"3257","PBANKA_080540","PBANKA_080540 DNA-directed RNA polymerase II, putative","protein_coding"
"3258","PBANKA_080550","PBANKA_080550 conserved Plasmodium protein, unknown function","protein_coding"
"3259","PBANKA_080560","PBANKA_080560 O-sialoglycoprotein endopeptidase, putative","protein_coding"
"3260","PBANKA_080570","PBANKA_080570 heat shock protein 90, putative","protein_coding"
"3261","PBANKA_080580","PBANKA_080580 RNA-binding protein, putative","protein_coding"
"3262","PBANKA_080590","PBANKA_080590 kinesin-8, putative","protein_coding"
"3263","PBANKA_080600","PBANKA_080600 ubiquitin-conjugating enzyme, putative","protein_coding"
"3264","PBANKA_080610","PBANKA_080610 conserved Plasmodium protein, unknown function","protein_coding"
"3265","PBANKA_080620","PBANKA_080620 ubiquitin protein ligase, putative","protein_coding"
"3266","PBANKA_080630","PBANKA_080630 P-type ATPase, putative","protein_coding"
"3267","PBANKA_080640","PBANKA_080640 conserved protein, unknown function","protein_coding"
"3268","PBANKA_080650","PBANKA_080650 triosephosphate isomerase, putative","protein_coding"
"3269","PBANKA_080660","PBANKA_080660 cleavage and polyadenylation specificity factor, putative","protein_coding"
"3270","PBANKA_080670","PBANKA_080670 conserved Plasmodium protein, unknown function","protein_coding"
"3271","PBANKA_080680","PBANKA_080680 conserved Plasmodium protein, unknown function","protein_coding"
"3272","PBANKA_080690","PBANKA_080690 conserved Plasmodium protein, unknown function","protein_coding"
"3273","PBANKA_080700","PBANKA_080700 DNA-directed RNA polymerase II subunit RPB1, putative","protein_coding"
"3274","PBANKA_080710","PBANKA_080710 stomatin-like protein","protein_coding"
"3275","PBANKA_080720","PBANKA_080720 conserved Plasmodium protein, unknown function","protein_coding"
"3276","PBANKA_080730","PBANKA_080730 conserved Plasmodium protein, unknown function","protein_coding"
"3277","PBANKA_080740","PBANKA_080740 proteasome regulatory protein, putative","protein_coding"
"3278","PBANKA_080750","PBANKA_080750 conserved Plasmodium protein, unknown function","protein_coding"
"3279","PBANKA_080760","PBANKA_080760 40S ribosomal protein S11, putative","protein_coding"
"3280","PBANKA_080770","PBANKA_080770 kinesin-5, putative","protein_coding"
"3281","PBANKA_080780","PBANKA_080780 conserved Plasmodium protein, unknown function","protein_coding"
"3282","PBANKA_080790","PBANKA_080790 conserved Plasmodium protein, unknown function","protein_coding"
"3283","PBANKA_080800","PBANKA_080800 cdc2-related protein kinase 4","protein_coding"
"3284","PBANKA_080810","PBANKA_080810 6-cysteine protein","protein_coding"
"3285","PBANKA_080820","PBANKA_080820 proteasome component C8, putative","protein_coding"
"3286","PBANKA_080830","PBANKA_080830 E3 ubiquitin-protein ligase, putative","protein_coding"
"3287","PBANKA_080838","PBANKA_080838 conserved Plasmodium protein, unknown function","protein_coding"
"3288","PBANKA_080842","PBANKA_080842 tubulin-specific chaperone, putative","protein_coding"
"3289","PBANKA_080850","PBANKA_080850 conserved Plasmodium protein, unknown function","protein_coding"
"3290","PBANKA_080860","PBANKA_080860 conserved Plasmodium protein, unknown function","protein_coding"
"3291","PBANKA_080870","PBANKA_080870 GTPase-activating protein, putative","protein_coding"
"3292","PBANKA_080880","PBANKA_080880 conserved Plasmodium protein, unknown function","protein_coding"
"3293","PBANKA_080890","PBANKA_080890 ATP-dependent protease ATPase subunit ClpY, putative","protein_coding"
"3294","PBANKA_080900","PBANKA_080900 translation initiation factor SUI1, putative","protein_coding"
"3295","PBANKA_080910","PBANKA_080910 subunit of proteaseome activator complex, putative","protein_coding"
"3296","PBANKA_080920","PBANKA_080920 ribosomal protein L35, putative","protein_coding"
"3297","PBANKA_080930","PBANKA_080930 peptide deformylase, putative","protein_coding"
"3298","PBANKA_080940","PBANKA_080940 P1 nuclease, putative","protein_coding"
"3299","PBANKA_080950","PBANKA_080950 conserved Plasmodium protein, unknown function","protein_coding"
"3300","PBANKA_080960","PBANKA_080960 conserved Plasmodium protein, unknown function","protein_coding"
"3301","PBANKA_080970","PBANKA_080970 conserved Plasmodium protein, unknown function","protein_coding"
"3302","PBANKA_080980","PBANKA_080980 ribosomal RNA methyltransferase, putative","protein_coding"
"3303","PBANKA_080990","PBANKA_080990 tRNA pseudouridine synthase, putative","protein_coding"
"3304","PBANKA_081000","PBANKA_081000 transporter, putative","protein_coding"
"3305","PBANKA_081010","PBANKA_081010 conserved Plasmodium protein, unknown function","protein_coding"
"3306","PBANKA_081020","PBANKA_081020 conserved Plasmodium protein, unknown function","protein_coding"
"3307","PBANKA_081030","PBANKA_081030 conserved Plasmodium protein, unknown function","protein_coding"
"3308","PBANKA_081040","PBANKA_081040 GDP-fucose protein O-fucosyltransferase 2, putative","protein_coding"
"3309","PBANKA_081050","PBANKA_081050 apoptosis-related protein, putative","protein_coding"
"3310","PBANKA_081060","PBANKA_081060 exoribonuclease, putative","protein_coding"
"3311","PBANKA_081070","PBANKA_081070 subpellicular microtubule protein 1, putative","protein_coding"
"3312","PBANKA_081080","PBANKA_081080 conserved Plasmodium protein, unknown function","protein_coding"
"3313","PBANKA_081090","PBANKA_081090 FHA domain protein, putative","protein_coding"
"3314","PBANKA_081100","PBANKA_081100 small nuclear ribonucleoprotein Sm D3, putative","protein_coding"
"3315","PBANKA_081110","PBANKA_081110 helicase, putative","protein_coding"
"3316","PBANKA_081120","PBANKA_081120 SET domain protein, putative","protein_coding"
"3317","PBANKA_081130","PBANKA_081130 Ran-binding protein, putative","protein_coding"
"3318","PBANKA_081140","PBANKA_081140 conserved Plasmodium protein, unknown function","protein_coding"
"3319","PBANKA_081150","PBANKA_081150 conserved Plasmodium protein, unknown function","protein_coding"
"3320","PBANKA_081160","PBANKA_081160 selenophosphate synthetase, putative","protein_coding"
"3321","PBANKA_081170","PBANKA_081170 SNARE protein, putative","protein_coding"
"3322","PBANKA_081180","PBANKA_081180 actin-like protein, putative","protein_coding"
"3323","PBANKA_081190","PBANKA_081190 cytosolic Fe-S cluster assembly factor NBP35, putative","protein_coding"
"3324","PBANKA_081200","PBANKA_081200 DNA primase large subunit, putative","protein_coding"
"3325","PBANKA_081210","PBANKA_081210 phosphatidylinositol N-acetylglucosaminyltransferase, putative","protein_coding"
"3326","PBANKA_081220","PBANKA_081220 conserved Plasmodium protein, unknown function","protein_coding"
"3327","PBANKA_081230","PBANKA_081230 conserved Plasmodium protein, unknown function","protein_coding"
"3328","PBANKA_081240","PBANKA_081240 cysteine repeat modular protein 1","protein_coding"
"3329","PBANKA_081250","PBANKA_081250 conserved Plasmodium protein, unknown function","protein_coding"
"3330","PBANKA_081260","PBANKA_081260 conserved Plasmodium protein, unknown function","protein_coding"
"3331","PBANKA_081270","PBANKA_081270 conserved Plasmodium protein, unknown function","protein_coding"
"3332","PBANKA_081280","PBANKA_081280 GTP-binding protein, putative","protein_coding"
"3333","PBANKA_081290","PBANKA_081290 conserved Plasmodium protein, unknown function","protein_coding"
"3334","PBANKA_081300","PBANKA_081300 inhibitor of cysteine proteases","protein_coding"
"3335","PBANKA_081310","PBANKA_081310 conserved Plasmodium protein, unknown function","protein_coding"
"3336","PBANKA_081320","PBANKA_081320 conserved Plasmodium protein, unknown function","protein_coding"
"3337","PBANKA_081330","PBANKA_081330 conserved Plasmodium protein, unknown function","protein_coding"
"3338","PBANKA_081340","PBANKA_081340 conserved Plasmodium protein, unknown function","protein_coding"
"3339","PBANKA_081350","PBANKA_081350 conserved Plasmodium protein, unknown function","protein_coding"
"3340","PBANKA_081360","PBANKA_081360 conserved Plasmodium protein, unknown function","protein_coding"
"3341","PBANKA_081370","PBANKA_081370 conserved Plasmodium protein, unknown function","protein_coding"
"3342","PBANKA_081380","PBANKA_081380 tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6, putative","protein_coding"
"3343","PBANKA_081390","PBANKA_081390 26S proteasome regulatory subunit, putative","protein_coding"
"3344","PBANKA_081400","PBANKA_081400 conserved Plasmodium protein, unknown function","protein_coding"
"3345","PBANKA_081410","PBANKA_081410 conserved Plasmodium protein, unknown function","protein_coding"
"3346","PBANKA_081420","PBANKA_081420 elongation factor 1-beta, putative","protein_coding"
"3347","PBANKA_081430","PBANKA_081430 conserved Plasmodium protein, unknown function","protein_coding"
"3348","PBANKA_081440","PBANKA_081440 conserved Plasmodium protein, unknown function","protein_coding"
"3349","PBANKA_081450","PBANKA_081450 protease, putative","protein_coding"
"3350","PBANKA_081460","PBANKA_081460 conserved Plasmodium protein, unknown function","protein_coding"
"3351","PBANKA_081470","PBANKA_081470 conserved Plasmodium protein, unknown function","protein_coding"
"3352","PBANKA_081480","PBANKA_081480 conserved Plasmodium protein, unknown function","protein_coding"
"3353","PBANKA_081490","PBANKA_081490 arginine--tRNA ligase, putative","protein_coding"
"3354","PBANKA_081500","PBANKA_081500 pseudouridylate synthase, putative","protein_coding"
"3355","PBANKA_081510","PBANKA_081510 conserved Plasmodium protein, unknown function","protein_coding"
"3356","PBANKA_081520","PBANKA_081520 phospholipid or glycerol acyltransferase, putative","protein_coding"
"3357","PBANKA_081530","PBANKA_081530 met-10+ like protein, putative","protein_coding"
"3358","PBANKA_081540","PBANKA_081540 conserved Plasmodium protein, unknown function","protein_coding"
"3359","PBANKA_081550","PBANKA_081550 conserved Plasmodium protein, unknown function","protein_coding"
"3360","PBANKA_081560","PBANKA_081560 zinc binding protein, putative","protein_coding"
"3361","PBANKA_081570","PBANKA_081570 transporter, putative","protein_coding"
"3362","PBANKA_081580","PBANKA_081580 GINS complex subunit Psf3, putative","protein_coding"
"3363","PBANKA_081590","PBANKA_081590 BSD-domain protein, putative","protein_coding"
"3364","PBANKA_081600","PBANKA_081600 type II NADH:ubiquinone oxidoreductase","protein_coding"
"3365","PBANKA_081610","PBANKA_081610 SUMO-conjugating enzyme UBC9, putative","protein_coding"
"3366","PBANKA_081620","PBANKA_081620 ribonuclease H2 subunit C, putative","protein_coding"
"3367","PBANKA_081630","PBANKA_081630 conserved Plasmodium protein, unknown function","protein_coding"
"3368","PBANKA_081640","PBANKA_081640 6-phosphofructokinase, putative","protein_coding"
"3369","PBANKA_081650","PBANKA_081650 conserved Plasmodium protein, unknown function","protein_coding"
"3370","PBANKA_081660","PBANKA_081660 conserved Plasmodium protein, unknown function","protein_coding"
"3371","PBANKA_081670","PBANKA_081670 conserved Plasmodium protein, unknown function","protein_coding"
"3372","PBANKA_081680","PBANKA_081680 glycolipid transfer protein, putative","protein_coding"
"3373","PBANKA_081690","PBANKA_081690 conserved Plasmodium protein, unknown function","protein_coding"
"3374","PBANKA_081700","PBANKA_081700 sugar transporter, putative","protein_coding"
"3375","PBANKA_081710","PBANKA_081710 thioredoxin 3, putative","protein_coding"
"3376","PBANKA_081720","PBANKA_081720 conserved Plasmodium protein, unknown function","protein_coding"
"3377","PBANKA_081730","PBANKA_081730 conserved Plasmodium protein, unknown function","protein_coding"
"3378","PBANKA_081740","PBANKA_081740 conserved Plasmodium protein, unknown function","protein_coding"
"3379","PBANKA_081750","PBANKA_081750 ubiquitin fusion degradation protein 1, putative","protein_coding"
"3380","PBANKA_081760","PBANKA_081760 methyltransferase, putative","protein_coding"
"3381","PBANKA_081770","PBANKA_081770 RNA-binding protein musashi, putative","protein_coding"
"3382","PBANKA_081780","PBANKA_081780 conserved Plasmodium protein, unknown function","protein_coding"
"3383","PBANKA_081790","PBANKA_081790 conserved Plasmodium protein, unknown function","protein_coding"
"3384","PBANKA_081800","PBANKA_081800 conserved Plasmodium protein, unknown function","protein_coding"
"3385","PBANKA_081810","PBANKA_081810 N-glycosylase/DNA lyase, putative","protein_coding"
"3386","PBANKA_081820","PBANKA_081820 conserved Plasmodium membrane protein, unknown function","protein_coding"
"3387","PBANKA_081830","PBANKA_081830 conserved Plasmodium protein, unknown function","protein_coding"
"3388","PBANKA_081840","PBANKA_081840 conserved Plasmodium protein, unknown function","protein_coding"
"3389","PBANKA_081850","PBANKA_081850 conserved Plasmodium protein, unknown function","protein_coding"
"3390","PBANKA_081860","PBANKA_081860 pre-mRNA-splicing factor ATP-dependent RNA helicase PRP43, putative","protein_coding"
"3391","PBANKA_081870","PBANKA_081870 XPA binding protein 1, putative","protein_coding"
"3392","PBANKA_081880","PBANKA_081880 conserved Plasmodium protein, unknown function","protein_coding"
"3393","PBANKA_081890","PBANKA_081890 heat shock protein 70, putative","protein_coding"
"3394","PBANKA_081900","PBANKA_081900 secreted acid phosphatase, putative","protein_coding"
"3395","PBANKA_081910","PBANKA_081910 cytochrome b5, putative","protein_coding"
"3396","PBANKA_081920","PBANKA_081920 50S ribosomal protein L3, apicoplast, putative","protein_coding"
"3397","PBANKA_081930","PBANKA_081930 eukaryotic translation initiation factor 3 subunit 5, putative","protein_coding"
"3398","PBANKA_081940","PBANKA_081940 conserved Plasmodium protein, unknown function","protein_coding"
"3399","PBANKA_081950","PBANKA_081950 DNA helicase, putative","protein_coding"
"3400","PBANKA_081960","PBANKA_081960 conserved Plasmodium protein, unknown function","protein_coding"
"3401","PBANKA_081970","PBANKA_081970 dihydrouridine synthase, putative","protein_coding"
"3402","PBANKA_081980","PBANKA_081980 gamma-glutamylcysteine synthetase","protein_coding"
"3403","PBANKA_081990","PBANKA_081990 nucleosome assembly protein","protein_coding"
"3404","PBANKA_082000","PBANKA_082000 DNAJ-like molecular chaperone protein, putative","protein_coding"
"3405","PBANKA_082010","PBANKA_082010 PPPDE peptidase, putative","protein_coding"
"3406","PBANKA_082020","PBANKA_082020 thioredoxin-like protein 1, putative","protein_coding"
"3407","PBANKA_082030","PBANKA_082030 protein disulfide isomerase, putative","protein_coding"
"3408","PBANKA_082040","PBANKA_082040 sugar transporter, putative","protein_coding"
"3409","PBANKA_082050","PBANKA_082050 dolichyl-diphosphooligosaccharide--protein glycosyltransferase, putative","protein_coding"
"3410","PBANKA_082060","PBANKA_082060 pyridoxal 5'-phosphate dependent enzyme class III, putative","protein_coding"
"3411","PBANKA_082070","PBANKA_082070 TLD domain-containing protein","protein_coding"
"3412","PBANKA_082080","PBANKA_082080 regulator of chromosome condensation, putative","protein_coding"
"3413","PBANKA_082090","PBANKA_082090 long chain fatty acid elongation enzyme, putative","protein_coding"
