"","ensembl_gene_id","external_gene_name","gene_biotype"
"28842","ENSMUSG00000037157","Il22ra1","protein_coding"
"28843","ENSMUSG00000096396","Ighd5-2","IG_D_gene"
"28844","ENSMUSG00000114438","Gm47827","antisense"
"28845","ENSMUSG00000116655","Gm35455","lincRNA"
"28846","ENSMUSG00000105748","Gm43088","TEC"
"28847","ENSMUSG00000100361","Gm7063","processed_pseudogene"
"28848","ENSMUSG00000085969","Gm15600","antisense"
"28849","ENSMUSG00000081829","Gm15460","processed_pseudogene"
"28850","ENSMUSG00000066009","Zfp987","protein_coding"
"28851","ENSMUSG00000062296","Trank1","protein_coding"
"28852","ENSMUSG00000025732","Mcrip2","protein_coding"
"28853","ENSMUSG00000091163","Gm3962","transcribed_unprocessed_pseudogene"
"28854","ENSMUSG00000043659","Npsr1","protein_coding"
"28855","ENSMUSG00000105615","Gm31048","lincRNA"
"28856","ENSMUSG00000022577","Ly6h","protein_coding"
"28857","ENSMUSG00000051616","C230029F24Rik","lincRNA"
"28858","ENSMUSG00000029306","Ibsp","protein_coding"
"28859","ENSMUSG00000026955","Sapcd2","protein_coding"
"28860","ENSMUSG00000105608","Gm43408","processed_pseudogene"
"28861","ENSMUSG00000086941","Gm2020","unprocessed_pseudogene"
"28862","ENSMUSG00000015377","Dennd6b","protein_coding"
"28863","ENSMUSG00000100978","Gm20912","unprocessed_pseudogene"
"28864","ENSMUSG00000108877","Gm45157","processed_pseudogene"
"28865","ENSMUSG00000017817","Jph2","protein_coding"
"28866","ENSMUSG00000113862","Gm7537","processed_pseudogene"
"28867","ENSMUSG00000112889","Gm47073","TEC"
"28868","ENSMUSG00000099627","Gm6757","processed_pseudogene"
"28869","ENSMUSG00000112375","Gm38560","bidirectional_promoter_lncRNA"
"28870","ENSMUSG00000097624","Gm5091","lincRNA"
"28871","ENSMUSG00000100519","Gm20801","unprocessed_pseudogene"
"28872","ENSMUSG00000052681","Rap1b","protein_coding"
"28873","ENSMUSG00000109864","Eid3","protein_coding"
"28874","ENSMUSG00000041372","B4galnt3","protein_coding"
"28875","ENSMUSG00000093752","Gm20716","protein_coding"
"28876","ENSMUSG00000099661","Gm28781","unprocessed_pseudogene"
"28877","ENSMUSG00000007659","Bcl2l1","protein_coding"
"28878","ENSMUSG00000106500","Gm42540","TEC"
"28879","ENSMUSG00000078919","Dpm1","protein_coding"
"28880","ENSMUSG00000100894","Gm8304","processed_pseudogene"
"28881","ENSMUSG00000103094","Gm37558","TEC"
"28882","ENSMUSG00000086148","Gm15271","lincRNA"
"28883","ENSMUSG00000034154","Ino80","protein_coding"
"28884","ENSMUSG00000115184","Gm49197","TEC"
"28885","ENSMUSG00000083196","Gm15272","processed_pseudogene"
"28886","ENSMUSG00000089775","Gm16270","transcribed_processed_pseudogene"
"28887","ENSMUSG00000089666","Gm16269","processed_pseudogene"
"28888","ENSMUSG00000022019","Tdrd3","protein_coding"
"28889","ENSMUSG00000089959","Gm16268","antisense"
"28890","ENSMUSG00000004994","Ccdc130","protein_coding"
"28891","ENSMUSG00000089881","Gm16280","antisense"
"28892","ENSMUSG00000037995","Igsf9","protein_coding"
"28893","ENSMUSG00000028194","Ddah1","protein_coding"
"28894","ENSMUSG00000089656","Gm16271","antisense"
"28895","ENSMUSG00000022351","Sqle","protein_coding"
"28896","ENSMUSG00000103506","Gm38376","TEC"
"28897","ENSMUSG00000111002","Gm47674","TEC"
"28898","ENSMUSG00000103085","Gm38120","TEC"
"28899","ENSMUSG00000035459","Stab2","protein_coding"
"28900","ENSMUSG00000102639","Gm38223","TEC"
"28901","ENSMUSG00000019997","Ccn2","protein_coding"
"28902","ENSMUSG00000098218","Gm27043","processed_pseudogene"
"28903","ENSMUSG00000098390","Gm3434","lincRNA"
"28904","ENSMUSG00000048852","Gm12185","protein_coding"
"28905","ENSMUSG00000005886","Ncoa2","protein_coding"
"28906","ENSMUSG00000006024","Napa","protein_coding"
"28907","ENSMUSG00000114114","Gm48499","processed_pseudogene"
"28908","ENSMUSG00000082116","Gm12188","processed_pseudogene"
"28909","ENSMUSG00000055137","Sugct","protein_coding"
"28910","ENSMUSG00000031796","Cfap20","protein_coding"
"28911","ENSMUSG00000083178","Gm12187","unprocessed_pseudogene"
"28912","ENSMUSG00000105388","Rpl36a-ps2","processed_pseudogene"
"28913","ENSMUSG00000082743","Gm12988","processed_pseudogene"
"28914","ENSMUSG00000069893","9930111J21Rik1","protein_coding"
"28915","ENSMUSG00000087400","Gm15270","processed_transcript"
"28916","ENSMUSG00000021666","Gfm2","protein_coding"
"28917","ENSMUSG00000086008","Gm8817","lincRNA"
"28918","ENSMUSG00000078887","Gm6710","protein_coding"
"28919","ENSMUSG00000050625","Ccdc121","protein_coding"
"28920","ENSMUSG00000114526","A930015P04Rik","TEC"
"28921","ENSMUSG00000103983","Gm20045","lincRNA"
"28922","ENSMUSG00000081259","Gm6893","processed_pseudogene"
"28923","ENSMUSG00000078920","Ifi47","protein_coding"
"28924","ENSMUSG00000037139","Myom3","protein_coding"
"28925","ENSMUSG00000062705","Tpbpb","protein_coding"
"28926","ENSMUSG00000069227","Gprin1","protein_coding"
"28927","ENSMUSG00000029092","D5Ertd615e","lincRNA"
"28928","ENSMUSG00000030114","Klrg1","protein_coding"
"28929","ENSMUSG00000022964","Tmem50b","protein_coding"
"28930","ENSMUSG00000090215","Trim34b","protein_coding"
"28931","ENSMUSG00000113024","Gm48502","TEC"
"28932","ENSMUSG00000010110","Stx5a","protein_coding"
"28933","ENSMUSG00000105247","Gm42519","TEC"
"28934","ENSMUSG00000113889","Gm48501","processed_pseudogene"
"28935","ENSMUSG00000081522","Gm13170","processed_pseudogene"
"28936","ENSMUSG00000113219","Gm17890","processed_pseudogene"
"28937","ENSMUSG00000104781","Gm43303","lincRNA"
"28938","ENSMUSG00000066007","Zfp600","protein_coding"
"28939","ENSMUSG00000012429","Mplkip","protein_coding"
"28940","ENSMUSG00000084806","Gm15232","lincRNA"
"28941","ENSMUSG00000086468","Etaa1os","antisense"
"28942","ENSMUSG00000032735","Ablim3","protein_coding"
"28943","ENSMUSG00000000594","Gm2a","protein_coding"
"28944","ENSMUSG00000084153","Gm12186","processed_pseudogene"
"28945","ENSMUSG00000108090","Gm6637","processed_pseudogene"
"28946","ENSMUSG00000111762","Olfr946-ps1","unprocessed_pseudogene"
"28947","ENSMUSG00000087340","Gm15228","lincRNA"
"28948","ENSMUSG00000083227","Gm11546","unprocessed_pseudogene"
"28949","ENSMUSG00000078922","Tgtp1","protein_coding"
"28950","ENSMUSG00000108183","Gm44227","processed_pseudogene"
"28951","ENSMUSG00000081478","AA623943","unprocessed_pseudogene"
"28952","ENSMUSG00000114487","Gm49393","protein_coding"
"28953","ENSMUSG00000114381","Gm47361","processed_pseudogene"
"28954","ENSMUSG00000114491","A230103O09Rik","processed_transcript"
"28955","ENSMUSG00000113851","Gm48503","antisense"
"28956","ENSMUSG00000116851","Gm35576","lincRNA"
"28957","ENSMUSG00000030465","Psd3","protein_coding"
"28958","ENSMUSG00000114635","Gm49392","protein_coding"
"28959","ENSMUSG00000049775","Tmsb4x","protein_coding"
"28960","ENSMUSG00000086654","Gm13165","antisense"
"28961","ENSMUSG00000057143","Trim12c","protein_coding"
"28962","ENSMUSG00000116647","Gm7423","processed_pseudogene"
"28963","ENSMUSG00000114432","Gm49391","protein_coding"
"28964","ENSMUSG00000085288","Gm16356","unprocessed_pseudogene"
"28965","ENSMUSG00000041975","Mettl8","protein_coding"
"28966","ENSMUSG00000093552","Gm5777","processed_pseudogene"
"28967","ENSMUSG00000051149","Adnp","protein_coding"
"28968","ENSMUSG00000117277","AC127274.4","unprocessed_pseudogene"
"28969","ENSMUSG00000069892","9930111J21Rik2","protein_coding"
"28970","ENSMUSG00000101377","Gm28336","lincRNA"
"28971","ENSMUSG00000044258","Ctla2a","protein_coding"
"28972","ENSMUSG00000089756","Zfp966","protein_coding"
"28973","ENSMUSG00000021852","Slc35f4","protein_coding"
"28974","ENSMUSG00000095444","Ighd2-4","IG_D_gene"
"28975","ENSMUSG00000111190","Olfr947-ps1","polymorphic_pseudogene"
"28976","ENSMUSG00000014773","Dll1","protein_coding"
"28977","ENSMUSG00000115564","Gm49199","TEC"
"28978","ENSMUSG00000117236","AC125339.1","unprocessed_pseudogene"
"28979","ENSMUSG00000038072","Galnt11","protein_coding"
"28980","ENSMUSG00000115484","Gm33121","processed_pseudogene"
"28981","ENSMUSG00000099577","Gm3605","processed_pseudogene"
"28982","ENSMUSG00000040328","Olfr56","protein_coding"
"28983","ENSMUSG00000039754","Alkbh4","protein_coding"
"28984","ENSMUSG00000100598","Gm28742","unprocessed_pseudogene"
"28985","ENSMUSG00000112704","Gm46329","lincRNA"
"28986","ENSMUSG00000078886","Gm2026","protein_coding"
"28987","ENSMUSG00000040250","Ints13","protein_coding"
"28988","ENSMUSG00000112526","Gm35865","lincRNA"
"28989","ENSMUSG00000108361","Gm44796","processed_transcript"
"28990","ENSMUSG00000007458","M6pr","protein_coding"
"28991","ENSMUSG00000053684","BC048403","protein_coding"
"28992","ENSMUSG00000015869","Prpsap1","protein_coding"
"28993","ENSMUSG00000042816","Gpr151","protein_coding"
"28994","ENSMUSG00000109393","Gm44936","TEC"
"28995","ENSMUSG00000106870","Gm43681","TEC"
"28996","ENSMUSG00000025324","Atp10a","protein_coding"
"28997","ENSMUSG00000009995","Taz","protein_coding"
"28998","ENSMUSG00000082246","Gm13047","processed_pseudogene"
"28999","ENSMUSG00000063015","Ccni","protein_coding"
"29000","ENSMUSG00000081671","Gm13167","processed_pseudogene"
"29001","ENSMUSG00000097082","4933440J02Rik","lincRNA"
"29002","ENSMUSG00000083334","Gm13579","processed_pseudogene"
"29003","ENSMUSG00000112711","Gm32552","lincRNA"
"29004","ENSMUSG00000101908","Gm21642","unprocessed_pseudogene"
"29005","ENSMUSG00000112458","Gm40773","lincRNA"
"29006","ENSMUSG00000074283","Zfp109","protein_coding"
"29007","ENSMUSG00000078891","Gm11008","lincRNA"
"29008","ENSMUSG00000084127","Gm13169","processed_pseudogene"
"29009","ENSMUSG00000112500","4933411E08Rik","lincRNA"
"29010","ENSMUSG00000047369","Dnah14","protein_coding"
"29011","ENSMUSG00000035431","Sstr1","protein_coding"
"29012","ENSMUSG00000117613","AC102342.2","lincRNA"
"29013","ENSMUSG00000117404","AC102342.1","lincRNA"
"29014","ENSMUSG00000047866","Lonp2","protein_coding"
"29015","ENSMUSG00000085103","Gm16357","unprocessed_pseudogene"
"29016","ENSMUSG00000047511","Olfr1396","protein_coding"
"29017","ENSMUSG00000081007","Gm11543","unprocessed_pseudogene"
"29018","ENSMUSG00000002741","Ykt6","protein_coding"
"29019","ENSMUSG00000112596","Gm48804","TEC"
"29020","ENSMUSG00000095648","Gm2004","protein_coding"
"29021","ENSMUSG00000081586","Gm11544","unprocessed_pseudogene"
"29022","ENSMUSG00000050345","4930486L24Rik","protein_coding"
"29023","ENSMUSG00000020121","Srgap1","protein_coding"
"29024","ENSMUSG00000043522","A430060F13Rik","unprocessed_pseudogene"
"29025","ENSMUSG00000115096","Gm48940","antisense"
"29026","ENSMUSG00000047824","Pygo2","protein_coding"
"29027","ENSMUSG00000026295","Spp2","protein_coding"
"29028","ENSMUSG00000078153","Psme2b","protein_coding"
"29029","ENSMUSG00000102896","Gm37852","TEC"
"29030","ENSMUSG00000114050","Gm47666","antisense"
"29031","ENSMUSG00000112470","5330439M10Rik","lincRNA"
"29032","ENSMUSG00000019969","Psen1","protein_coding"
"29033","ENSMUSG00000078921","Tgtp2","protein_coding"
"29034","ENSMUSG00000109015","Gm31024","TEC"
"29035","ENSMUSG00000095096","Vmn2r-ps17","unprocessed_pseudogene"
"29036","ENSMUSG00000085525","Gm13166","lincRNA"
"29037","ENSMUSG00000046865","Fbl","protein_coding"
"29038","ENSMUSG00000074874","Ctla2b","protein_coding"
"29039","ENSMUSG00000038552","Fndc4","protein_coding"
"29040","ENSMUSG00000109434","Gm44937","TEC"
"29041","ENSMUSG00000117909","AC100263.1","lincRNA"
"29042","ENSMUSG00000046337","Fam178b","protein_coding"
"29043","ENSMUSG00000099882","Gm28388","processed_pseudogene"
"29044","ENSMUSG00000081460","Gm13168","processed_pseudogene"
"29045","ENSMUSG00000019874","Fabp7","protein_coding"
"29046","ENSMUSG00000086367","Gm6182","unprocessed_pseudogene"
"29047","ENSMUSG00000078894","2210418O10Rik","protein_coding"
"29048","ENSMUSG00000024598","Fbn2","protein_coding"
"29049","ENSMUSG00000004880","Lbr","protein_coding"
"29050","ENSMUSG00000004100","Ppan","protein_coding"
"29051","ENSMUSG00000050107","Haspin","protein_coding"
"29052","ENSMUSG00000054091","1810037I17Rik","protein_coding"
"29053","ENSMUSG00000084858","Gm1980","unprocessed_pseudogene"
"29054","ENSMUSG00000040242","Fgfr1op2","protein_coding"
"29055","ENSMUSG00000005947","Itgae","protein_coding"
"29056","ENSMUSG00000083700","Gm2986","processed_pseudogene"
"29057","ENSMUSG00000034891","Sncb","protein_coding"
"29058","ENSMUSG00000096301","Ighd6-2","IG_D_pseudogene"
"29059","ENSMUSG00000070605","Zfp992","protein_coding"
"29060","ENSMUSG00000101709","Gm28337","unprocessed_pseudogene"
"29061","ENSMUSG00000053046","Brsk2","protein_coding"
"29062","ENSMUSG00000087090","Nctc1","processed_transcript"
"29063","ENSMUSG00000085666","Gm9855","processed_pseudogene"
"29064","ENSMUSG00000021242","Npc2","protein_coding"
"29065","ENSMUSG00000096792","Gm21956","unprocessed_pseudogene"
"29066","ENSMUSG00000108021","Gm44049","TEC"
"29067","ENSMUSG00000071893","Vmn1r4","protein_coding"
"29068","ENSMUSG00000078895","Gm11009","protein_coding"
"29069","ENSMUSG00000017754","Pltp","protein_coding"
"29070","ENSMUSG00000084413","Gm12017","processed_pseudogene"
"29071","ENSMUSG00000048756","Foxo3","protein_coding"
"29072","ENSMUSG00000099760","Gm28800","antisense"
"29073","ENSMUSG00000046822","Slc39a3","protein_coding"
"29074","ENSMUSG00000114965","Gm47906","lincRNA"
"29075","ENSMUSG00000102782","Gm37625","TEC"
"29076","ENSMUSG00000031755","Bbs2","protein_coding"
"29077","ENSMUSG00000036086","Zranb3","protein_coding"
"29078","ENSMUSG00000081817","Gm13590","processed_pseudogene"
"29079","ENSMUSG00000086826","Gm11739","antisense"
"29080","ENSMUSG00000085029","Gm13569","antisense"
"29081","ENSMUSG00000084384","Gm12251","processed_pseudogene"
"29082","ENSMUSG00000059742","Kcnh7","protein_coding"
"29083","ENSMUSG00000001506","Col1a1","protein_coding"
"29084","ENSMUSG00000004748","Mtfp1","protein_coding"
"29085","ENSMUSG00000104035","Gm37774","TEC"
"29086","ENSMUSG00000055044","Pdlim1","protein_coding"
"29087","ENSMUSG00000085603","Gm11346","transcribed_processed_pseudogene"
"29088","ENSMUSG00000028974","Dffa","protein_coding"
"29089","ENSMUSG00000025580","Eif4a3","protein_coding"
"29090","ENSMUSG00000091194","Gm19840","processed_pseudogene"
"29091","ENSMUSG00000036006","Ripor2","protein_coding"
"29092","ENSMUSG00000038020","Rapgefl1","protein_coding"
"29093","ENSMUSG00000040420","Cdh18","protein_coding"
"29094","ENSMUSG00000022559","Fbxl6","protein_coding"
"29095","ENSMUSG00000041966","Dcaf17","protein_coding"
"29096","ENSMUSG00000103100","Gm37664","TEC"
"29097","ENSMUSG00000113755","Gm46391","processed_pseudogene"
"29098","ENSMUSG00000113455","Gm48825","lincRNA"
"29099","ENSMUSG00000086243","Gm12121","lincRNA"
"29100","ENSMUSG00000107675","Gm30332","antisense"
"29101","ENSMUSG00000082181","Gm12252","processed_pseudogene"
"29102","ENSMUSG00000035429","Ptprh","protein_coding"
"29103","ENSMUSG00000117882","AC121603.2","processed_pseudogene"
"29104","ENSMUSG00000030226","Lmo3","protein_coding"
"29105","ENSMUSG00000117719","AC121603.1","lincRNA"
"29106","ENSMUSG00000117926","AC121603.3","lincRNA"
"29107","ENSMUSG00000013653","1810065E05Rik","protein_coding"
"29108","ENSMUSG00000089951","Gm14435","protein_coding"
"29109","ENSMUSG00000115373","Gm49194","sense_intronic"
"29110","ENSMUSG00000049092","Gpr137c","protein_coding"
"29111","ENSMUSG00000047861","Foxi1","protein_coding"
"29112","ENSMUSG00000028830","AU040320","protein_coding"
"29113","ENSMUSG00000026893","Gca","protein_coding"
"29114","ENSMUSG00000073716","Gm13241","processed_pseudogene"
"29115","ENSMUSG00000081998","Gm13245","processed_pseudogene"
"29116","ENSMUSG00000086489","Gm16362","unprocessed_pseudogene"
"29117","ENSMUSG00000057349","Olfr948","protein_coding"
"29118","ENSMUSG00000078881","Gm14434","protein_coding"
"29119","ENSMUSG00000043102","Qrfp","protein_coding"
"29120","ENSMUSG00000114957","Gm47316","lincRNA"
"29121","ENSMUSG00000027641","Rbl1","protein_coding"
"29122","ENSMUSG00000087589","D430040D24Rik","processed_transcript"
"29123","ENSMUSG00000030486","Zfp108","protein_coding"
"29124","ENSMUSG00000096630","Vmn2r26","protein_coding"
"29125","ENSMUSG00000074486","Bglap2","protein_coding"
"29126","ENSMUSG00000086046","1700095A21Rik","antisense"
"29127","ENSMUSG00000082463","Gm15765","processed_pseudogene"
"29128","ENSMUSG00000089906","Gm6428","processed_pseudogene"
"29129","ENSMUSG00000021241","Isca2","protein_coding"
"29130","ENSMUSG00000056300","Zfp981","protein_coding"
"29131","ENSMUSG00000026121","Sema4c","protein_coding"
"29132","ENSMUSG00000078691","Gm6821","unprocessed_pseudogene"
"29133","ENSMUSG00000021830","Txndc16","protein_coding"
"29134","ENSMUSG00000111622","Gm21041","processed_pseudogene"
"29135","ENSMUSG00000084007","Gm9003","processed_pseudogene"
"29136","ENSMUSG00000074483","Bglap","protein_coding"
"29137","ENSMUSG00000028755","Cda","protein_coding"
"29138","ENSMUSG00000045930","Clec14a","protein_coding"
"29139","ENSMUSG00000032064","Dixdc1","protein_coding"
"29140","ENSMUSG00000084904","Gm14827","lincRNA"
"29141","ENSMUSG00000047094","Ofcc1","protein_coding"
"29142","ENSMUSG00000112184","Gm48826","processed_pseudogene"
"29143","ENSMUSG00000117267","AC138310.2","unprocessed_pseudogene"
"29144","ENSMUSG00000115560","Gm49191","antisense"
"29145","ENSMUSG00000102532","Gm37227","IG_pseudogene"
"29146","ENSMUSG00000100166","B230110G15Rik","antisense"
"29147","ENSMUSG00000028971","Cort","protein_coding"
"29148","ENSMUSG00000089957","A830011K09Rik","antisense"
"29149","ENSMUSG00000094024","Esp18","protein_coding"
"29150","ENSMUSG00000026315","Serpinb8","protein_coding"
"29151","ENSMUSG00000021927","Hnrnpa1l2-ps2","processed_pseudogene"
"29152","ENSMUSG00000000031","H19","lincRNA"
"29153","ENSMUSG00000026841","Fibcd1","protein_coding"
"29154","ENSMUSG00000111973","Gm48827","processed_pseudogene"
"29155","ENSMUSG00000096568","Ighd2-3","IG_D_gene"
"29156","ENSMUSG00000112815","Gm48828","processed_pseudogene"
"29157","ENSMUSG00000117380","AC133525.1","lincRNA"
"29158","ENSMUSG00000021799","Opn4","protein_coding"
"29159","ENSMUSG00000056912","1700017N19Rik","protein_coding"
"29160","ENSMUSG00000099814","Gm28338","lincRNA"
"29161","ENSMUSG00000092523","Gm18191","unprocessed_pseudogene"
"29162","ENSMUSG00000095399","Ighd6-1","IG_D_pseudogene"
"29163","ENSMUSG00000021743","Fezf2","protein_coding"
"29164","ENSMUSG00000035399","Oser1","protein_coding"
"29165","ENSMUSG00000082145","Gm12312","processed_pseudogene"
"29166","ENSMUSG00000112684","Gm47958","antisense"
"29167","ENSMUSG00000021810","Ecd","protein_coding"
"29168","ENSMUSG00000020212","Mdm1","protein_coding"
"29169","ENSMUSG00000117024","AC138310.1","unprocessed_pseudogene"
"29170","ENSMUSG00000046707","Csnk2a2","protein_coding"
"29171","ENSMUSG00000076630","Ighd1-1","IG_D_gene"
"29172","ENSMUSG00000037752","Xkr8","protein_coding"
"29173","ENSMUSG00000096345","Esp16","protein_coding"
"29174","ENSMUSG00000058287","Gm12253","protein_coding"
"29175","ENSMUSG00000039701","Usp53","protein_coding"
"29176","ENSMUSG00000051804","Adam6b","protein_coding"
"29177","ENSMUSG00000103999","Gm38026","TEC"
"29178","ENSMUSG00000104164","Gm38248","TEC"
"29179","ENSMUSG00000099632","2900093K20Rik","antisense"
"29180","ENSMUSG00000058603","Rpl28-ps1","processed_pseudogene"
"29181","ENSMUSG00000100316","Gm28812","unprocessed_pseudogene"
"29182","ENSMUSG00000033054","Npat","protein_coding"
"29183","ENSMUSG00000117165","AC123659.1","processed_pseudogene"
"29184","ENSMUSG00000028191","Bcl10","protein_coding"
"29185","ENSMUSG00000112723","Gm9110","processed_pseudogene"
"29186","ENSMUSG00000031312","Itgb1bp2","protein_coding"
"29187","ENSMUSG00000093818","Ighd3-1","IG_D_gene"
"29188","ENSMUSG00000110780","Olfr949-ps1","polymorphic_pseudogene"
"29189","ENSMUSG00000095104","Esp15","protein_coding"
"29190","ENSMUSG00000003585","Sec14l2","protein_coding"
"29191","ENSMUSG00000028066","Pmf1","protein_coding"
"29192","ENSMUSG00000018012","Rac3","protein_coding"
"29193","ENSMUSG00000101284","Gm28811","lincRNA"
"29194","ENSMUSG00000018921","Pelp1","protein_coding"
"29195","ENSMUSG00000081672","Gm13000","processed_pseudogene"
"29196","ENSMUSG00000117645","AC133525.3","lincRNA"
"29197","ENSMUSG00000048188","Gm8181","processed_pseudogene"
"29198","ENSMUSG00000111104","Gm8512","processed_pseudogene"
"29199","ENSMUSG00000117792","AC099605.1","processed_transcript"
"29200","ENSMUSG00000111776","Gm47124","processed_pseudogene"
"29201","ENSMUSG00000096707","Vmn2r-ps44","unprocessed_pseudogene"
"29202","ENSMUSG00000098040","Gm20757","lincRNA"
"29203","ENSMUSG00000113093","Gm36862","processed_transcript"
"29204","ENSMUSG00000024500","Ppp2r2b","protein_coding"
"29205","ENSMUSG00000113131","Gm48290","processed_pseudogene"
"29206","ENSMUSG00000036873","2410004B18Rik","protein_coding"
"29207","ENSMUSG00000028518","Prkaa2","protein_coding"
"29208","ENSMUSG00000082364","Gm11955","processed_pseudogene"
"29209","ENSMUSG00000039873","Neurl2","protein_coding"
"29210","ENSMUSG00000115509","Gm49012","antisense"
"29211","ENSMUSG00000105740","Gm42685","TEC"
"29212","ENSMUSG00000040570","Rundc3b","protein_coding"
"29213","ENSMUSG00000042262","Ccr8","protein_coding"
"29214","ENSMUSG00000117793","AC170187.2","processed_pseudogene"
"29215","ENSMUSG00000117541","AC133525.2","antisense"
"29216","ENSMUSG00000052642","Lypd9","protein_coding"
"29217","ENSMUSG00000024411","Aqp4","protein_coding"
"29218","ENSMUSG00000020027","Socs2","protein_coding"
"29219","ENSMUSG00000025151","Maged1","protein_coding"
"29220","ENSMUSG00000043314","Olfr30","protein_coding"
"29221","ENSMUSG00000019872","Smpdl3a","protein_coding"
"29222","ENSMUSG00000085622","3110056K07Rik","processed_transcript"
"29223","ENSMUSG00000106862","Gm42811","TEC"
"29224","ENSMUSG00000107060","Gm38901","lincRNA"
"29225","ENSMUSG00000118028","AC108433.1","lincRNA"
"29226","ENSMUSG00000095549","Ighd5-1","IG_D_pseudogene"
"29227","ENSMUSG00000060073","Psma3","protein_coding"
"29228","ENSMUSG00000100591","Gm21919","unprocessed_pseudogene"
"29229","ENSMUSG00000032673","Prorsd1","protein_coding"
"29230","ENSMUSG00000034194","R3hcc1","protein_coding"
"29231","ENSMUSG00000084113","Gm14277","processed_pseudogene"
"29232","ENSMUSG00000101760","Gm8384","processed_pseudogene"
"29233","ENSMUSG00000085813","Gm15870","antisense"
"29234","ENSMUSG00000030351","Tspan11","protein_coding"
"29235","ENSMUSG00000028676","Srsf10","protein_coding"
"29236","ENSMUSG00000104675","Gm43689","lincRNA"
"29237","ENSMUSG00000090346","Vmn1r5","protein_coding"
"29238","ENSMUSG00000100879","Gm28743","lincRNA"
"29239","ENSMUSG00000084948","1700061H18Rik","antisense"
"29240","ENSMUSG00000104170","Gm37702","TEC"
"29241","ENSMUSG00000112020","Gm48532","TEC"
"29242","ENSMUSG00000111820","Gm36120","lincRNA"
"29243","ENSMUSG00000054871","Tmem158","protein_coding"
"29244","ENSMUSG00000038903","Ccdc68","protein_coding"
"29245","ENSMUSG00000020627","Klhl29","protein_coding"
"29246","ENSMUSG00000033027","Klrc3","protein_coding"
"29247","ENSMUSG00000082484","Gm16177","processed_pseudogene"
"29248","ENSMUSG00000102664","Gm38380","TEC"
"29249","ENSMUSG00000099480","Gm28124","lincRNA"
"29250","ENSMUSG00000112249","Gm30262","lincRNA"
"29251","ENSMUSG00000103495","Gm37409","TEC"
"29252","ENSMUSG00000111371","Gm47162","lincRNA"
"29253","ENSMUSG00000058492","Scp2-ps2","transcribed_unprocessed_pseudogene"
"29254","ENSMUSG00000100155","Gm2109","lincRNA"
"29255","ENSMUSG00000052749","Trim30b","protein_coding"
"29256","ENSMUSG00000066767","Gm3867","transcribed_processed_pseudogene"
"29257","ENSMUSG00000099608","4933411E06Rik","lincRNA"
"29258","ENSMUSG00000101914","Gm21790","unprocessed_pseudogene"
"29259","ENSMUSG00000083197","Gm13581","processed_pseudogene"
"29260","ENSMUSG00000045004","Spata21","protein_coding"
"29261","ENSMUSG00000111023","Gm48391","transcribed_processed_pseudogene"
"29262","ENSMUSG00000041817","Fam169a","protein_coding"
"29263","ENSMUSG00000099864","Gm8391","processed_pseudogene"
"29264","ENSMUSG00000100473","Gm21804","unprocessed_pseudogene"
"29265","ENSMUSG00000028885","Smpdl3b","protein_coding"
"29266","ENSMUSG00000114256","Gm29844","processed_pseudogene"
"29267","ENSMUSG00000029771","Irf5","protein_coding"
"29268","ENSMUSG00000073722","4931408C20Rik","protein_coding"
"29269","ENSMUSG00000071252","2210408I21Rik","protein_coding"
"29270","ENSMUSG00000032262","Elovl4","protein_coding"
"29271","ENSMUSG00000051295","9630028B13Rik","antisense"
"29272","ENSMUSG00000109636","Gm45644","TEC"
"29273","ENSMUSG00000100310","Gm19641","processed_pseudogene"
"29274","ENSMUSG00000110162","Gm45356","lincRNA"
"29275","ENSMUSG00000102185","5033404E19Rik","transcribed_processed_pseudogene"
"29276","ENSMUSG00000035780","Ugt2a3","protein_coding"
"29277","ENSMUSG00000103799","Gm38093","lincRNA"
"29278","ENSMUSG00000090009","Gm16282","antisense"
"29279","ENSMUSG00000038094","Atp13a4","protein_coding"
"29280","ENSMUSG00000099098","1110035H17Rik","antisense"
"29281","ENSMUSG00000107443","Gm7468","processed_pseudogene"
"29282","ENSMUSG00000036057","Ptpn23","protein_coding"
"29283","ENSMUSG00000029415","Sdad1","protein_coding"
"29284","ENSMUSG00000091512","Lamtor3","protein_coding"
"29285","ENSMUSG00000081287","Olfr333-ps1","transcribed_unprocessed_pseudogene"
"29286","ENSMUSG00000102546","Gm9722","processed_pseudogene"
"29287","ENSMUSG00000021538","Il9","protein_coding"
"29288","ENSMUSG00000094708","Gm10359","processed_pseudogene"
"29289","ENSMUSG00000112357","Gm47864","processed_pseudogene"
"29290","ENSMUSG00000084959","4933407I08Rik","antisense"
"29291","ENSMUSG00000108085","A930014E10Rik","lincRNA"
"29292","ENSMUSG00000087266","Gm15991","antisense"
"29293","ENSMUSG00000053841","Txlna","protein_coding"
"29294","ENSMUSG00000101514","Gm5524","lincRNA"
"29295","ENSMUSG00000101033","Gm18776","processed_pseudogene"
"29296","ENSMUSG00000111430","Olfr950-ps1","unprocessed_pseudogene"
"29297","ENSMUSG00000099834","Gm21728","unprocessed_pseudogene"
"29298","ENSMUSG00000050813","Olfr332","protein_coding"
"29299","ENSMUSG00000106499","Gm9403","processed_pseudogene"
"29300","ENSMUSG00000039246","Lyplal1","protein_coding"
"29301","ENSMUSG00000112487","Gm18873","processed_pseudogene"
